Level,Date and Time,Source,Event ID,Task Category,
Information,30-09-2024 18:47,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Warning,30-09-2024 18:47,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: msv1_0"
Warning,30-09-2024 18:47,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: sfapm"
Warning,30-09-2024 18:47,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: schannel"
Warning,30-09-2024 18:47,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: wdigest"
Warning,30-09-2024 18:47,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: cloudap"
Warning,30-09-2024 18:47,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: pku2u"
Warning,30-09-2024 18:47,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: tspkg"
Warning,30-09-2024 18:47,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: msv1_0"
Warning,30-09-2024 18:47,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: kerberos"
Warning,30-09-2024 18:47,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: negoexts"
Information,30-09-2024 18:47,LsaSrv,6156,None,"Virtualization Based Security for Credential Guard auto enablement status.

Hardware Requirements:	1
Domain Joined:	0
Azure AD Joined:	0"
Information,30-09-2024 18:47,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Warning,30-09-2024 18:47,Microsoft-Windows-Wininit,15,None,Credential Guard and/or VBS Key Isolation are configured but the secure kernel is not running; continuing without them.
Information,30-09-2024 18:47,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration:

Registry Configuration: 0x2
Test Configuration: 0
Auto Enablement: 1"
Information,30-09-2024 18:47,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Warning,30-09-2024 18:47,Microsoft-Windows-Kernel-PnP,219,-212,The driver \Driver\WUDFRd failed to load for the device {DD8E82AE-334B-49A2-AEAE-AEB0FD5C40DD}\DetectionVerification\5&10d3b6e1&0&0.
Information,30-09-2024 18:47,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-General,24,-11,The time zone information was refreshed with exit reason 0. Current time zone bias is -330.
Information,30-09-2024 18:47,MEIx64,2,None,Intel(R) Management Engine Interface driver has started successfully.
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-Power,521,-220,Active battery count change.
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-Power,521,-220,Active battery count change.
Error,30-09-2024 18:47,VBoxNetLwf,12,None,The driver detected an internal driver error on \Device\VBoxNetLwf.
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 7 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 5 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 6 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 4 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Warning,30-09-2024 18:47,Microsoft-Windows-Kernel-PnP,219,-212,The driver \Driver\WUDFRd failed to load for the device PCI\VEN_8086&DEV_9A03&SUBSYS_87FE103C&REV_01\3&11583659&2&20.
Information,30-09-2024 18:47,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Critical,30-09-2024 18:47,Microsoft-Windows-Kernel-Power,41,-63,"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly."
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-Power,125,-86,"ACPI thermal zone \_TZ.TZ01 has been enumerated.             
_PSV = 372K             
_TC1 = 1             
_TC2 = 5             
_TSP = 1000ms             
_AC0 = 0K             
_AC1 = 0K             
_AC2 = 0K             
_AC3 = 0K             
_AC4 = 0K             
_AC5 = 0K             
_AC6 = 0K             
_AC7 = 0K             
_AC8 = 0K             
_AC9 = 0K             
_CRT = 392K             
_HOT = 373K             
minimum throttle = 0             
_CR3 = 0K"
Information,30-09-2024 18:47,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎1979‎-‎12‎-‎19T21:42:41.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-09-2024 18:47,Microsoft-Windows-FilterManager,6,None,"File System Filter 'UCPD' (10.0, ‎1985‎-‎02‎-‎14T05:16:35.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-09-2024 18:47,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎1983‎-‎08‎-‎19T08:28:35.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-09-2024 18:47,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume3) is healthy.  No action is needed.
Information,30-09-2024 18:47,Microsoft-Windows-FilterManager,6,None,"File System Filter 'mfesec' (10.0, ‎2024‎-‎08‎-‎01T21:24:58.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-09-2024 18:47,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2086‎-‎08‎-‎04T16:50:16.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-09-2024 18:47,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎2079‎-‎02‎-‎27T03:33:00.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-09-2024 18:47,EventLog,6013,None,The system uptime is 11 seconds.
Information,30-09-2024 18:47,EventLog,6005,None,The Event log service was started.
Information,30-09-2024 18:47,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 22631  Multiprocessor Free.
Error,30-09-2024 18:47,EventLog,6008,None,The previous system shutdown at 6:24:10 PM on ‎9/‎29/‎2024 was unexpected.
Information,30-09-2024 18:47,Microsoft-Windows-HAL,16,None,The iommu fault reporting has been initialized.
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-General,20,-6,"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-Boot,30,-21,The firmware reported boot metrics.
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-Boot,27,-33,The boot type was 0x0.
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-Boot,25,-32,The boot menu policy was 0x1.
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-Boot,238,-101,EFI time zone bias: 2047. Daylight flags: 0. Firmware time: ‎2024‎-‎09‎-‎30T18:47:02.000000000Z.
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-Boot,20,-31,The last shutdown's success status was true. The last boot's success status was true.
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-Boot,32,-58,The bootmgr spent 0 ms waiting for user input.
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-Boot,18,-57,There are 0x1 boot options on this system.
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-Boot,32,-58,The bootmgr spent 0 ms waiting for user input.
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-Boot,18,-57,There are 0x1 boot options on this system.
Error,30-09-2024 18:47,Microsoft-Windows-Kernel-Boot,29,None,Windows failed fast startup with error status 0xC00000D4.
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-Boot,153,-62,Virtualization-based security (policies: 0) is disabled.
Information,30-09-2024 18:47,Microsoft-Windows-Kernel-General,12,-1,The operating system started at system time ‎2024‎-‎09‎-‎30T13:17:03.500000000Z.
Information,29-09-2024 18:53,Microsoft-Windows-Kernel-Power,566,-268,"The system session has transitioned from 5 to 6.

Reason PolicyChange 

BootId: 228"
Information,29-09-2024 18:53,Microsoft-Windows-Kernel-Power,507,-158,"The system is exiting Modern Standby 

Reason: Lid."
Information,29-09-2024 18:33,Microsoft-Windows-Kernel-Power,566,-268,"The system session has transitioned from 4 to 5.

Reason PolicyChange 

BootId: 228"
Information,29-09-2024 18:33,Microsoft-Windows-Kernel-Power,506,-157,"The system is entering Modern Standby 

Reason: Lid."
Information,29-09-2024 18:33,Microsoft-Windows-Kernel-Power,566,-268,"The system session has transitioned from 3 to 4.

Reason PolicyChange 

BootId: 228"
Information,29-09-2024 17:18,Service Control Manager,7040,None,The start type of the McAfee Scheduled Task - (McAfee Scheduled Task - (mc-sustainability)) service was changed from demand start to disabled.
Information,29-09-2024 17:18,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  McAfee Scheduled Task - (McAfee Scheduled Task - (mc-sustainability))
Service File Name:  ""C:\Program Files\McAfee\wps\1.22.203.1\sustainability\mc-sustainability.exe""
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"
Information,29-09-2024 15:11,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
